agent,trial,n_requests,n_nav,n_sub,nav_order_unique_ratio,nav_order_stability,n_unique_nav_hashes,n_headers_mean,n_headers_std,sf_site_none_rate,sf_violation_rate,sf_site_mode,headless_rate,ch_incoherence_rate,ch_brand_matches_rate,ch_mobile_matches_rate,ch_platform_matches_rate,ch_brand_count_mode,accept_lang_rate,has_priority_rate,has_sec_ch_ua_rate,has_upgrade_ins_rate,has_dnt_rate,has_te_rate,has_connection_rate,has_cache_control_rate,ua_family_mode,ua_os_mode,ua_version_mode,ua_version_n_distinct,ua_family_n_distinct,priority_correct_rate,priority_urgency_mode,has_nonstandard_rate,nonstandard_names,n_nonstandard_distinct
browser_use,trial-027,9,7,2,1.0,0.14285714285714285,7,12.0,0.0,0.7777777777777778,0.7777777777777778,none,0.0,0.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,0.8888888888888888,0.0,0.0,,0
browser_use,trial-028,10,7,2,1.0,0.14285714285714285,7,11.6,1.2649110640673518,0.7,0.8,none,0.0,0.0,1.0,1.0,1.0,2,1.0,0.9,0.9,0.7,0.0,0.0,0.1,0.0,headless-chrome,linux,147,2,2,0.8888888888888888,0.0,0.1,X-Requested-With,1
browser_use,trial-029,11,7,2,1.0,0.14285714285714285,7,11.818181818181818,0.6030226891555273,0.6363636363636364,0.8181818181818182,none,0.0,0.09090909090909091,1.0,0.9090909090909091,1.0,2,1.0,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.0,0.0,0.09090909090909091,0.18181818181818182,headless-chrome,linux,147,2,3,0.8888888888888888,0.0,0.18181818181818182,Cdn-Loop|Cf-Ew-Via|Cf-Ray|Cf-Visitor|Cf-Worker|Pragma|X-Forwarded-Proto,7
browser_use,trial-030,9,7,2,1.0,0.14285714285714285,7,12.0,0.0,0.7777777777777778,0.7777777777777778,none,0.0,0.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,0.8888888888888888,0.0,0.0,,0
claude_computer_use,trial-001,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,0.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,1.0,0.0,0.0,,0
claude_computer_use,trial-002,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,0.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,1.0,0.0,0.0,,0
claude_computer_use,trial-003,9,7,1,1.0,0.14285714285714285,7,11.88888888888889,0.33333333333333337,0.7777777777777778,0.1111111111111111,none,0.8888888888888888,0.0,1.0,1.0,1.0,3,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.0,0.0,0.0,0.1111111111111111,headless-chrome,linux,147,1,2,1.0,0.0,0.1111111111111111,Cdn-Loop|Cf-Ew-Via|Cf-Ray|Cf-Visitor|Cf-Worker|Pragma|X-Forwarded-Proto,7
claude_computer_use,trial-004,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,0.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,1.0,0.0,0.0,,0
claude_computer_use,trial-005,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,0.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,1.0,0.0,0.0,,0
claude_computer_use,trial-006,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,0.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,1.0,0.0,0.0,,0
claude_computer_use,trial-007,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,0.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,1.0,0.0,0.0,,0
claude_computer_use,trial-008,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,0.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,1.0,0.0,0.0,,0
claude_computer_use,trial-009,9,7,1,1.0,0.14285714285714285,7,11.11111111111111,2.315407331574968,0.7777777777777778,0.1111111111111111,none,0.8888888888888888,0.0,1.0,1.0,1.0,3,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.0,0.0,0.1111111111111111,0.0,headless-chrome,linux,147,2,2,1.0,0.0,0.0,,0
claude_computer_use,trial-010,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,0.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,1.0,0.0,0.0,,0
claude_computer_use,trial-011,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,0.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,1.0,0.0,0.0,,0
claude_computer_use,trial-012,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,0.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,1.0,0.0,0.0,,0
